form_id,side,doc_hash,token_position,char_start,char_end,snippet_status,snippet_error_code,snippet_start,snippet_end,snippet_text,snippet_preview_single_line,form_reference_count,form_evaluated_count,witness_ordinal_in_form
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,3193,18494,18501,present,,18374,18621,"are provider must provide electronic
notice automatically and contempora-
neously in response to the individual’s
first request for service. The require-
ments in paragraph (c)(2)(ii) of this sec-
tion apply to electronic notice.
(iv) The individu",are provider must provide electronic ⏎ notice automatically and contempora- ⏎ neously in response to the individual’s ⏎ first request for service. The require- ⏎ ments in paragraph (c)(2)(ii) of this sec- ⏎ tion apply to electronic notice. ⏎ (iv) The individu,10,10,9
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,77,440,447,present,,320,567,"of protected health
information is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of gove","of protected health ⏎ information is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of gove",10,10,0
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,101,593,600,present,,473,720,"tation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writing, the
request is on the appropriate govern-
ment letterhead; or
(C) If the disclosure is to a person
actin","tation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writing, the ⏎ request is on the appropriate govern- ⏎ ment letterhead; or ⏎ (C) If the disclosure is to a person ⏎ actin",10,10,1
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,106,620,627,present,,500,747,"ica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writing, the
request is on the appropriate govern-
ment letterhead; or
(C) If the disclosure is to a person
acting on behalf of a public off","ica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writing, the ⏎ request is on the appropriate govern- ⏎ ment letterhead; or ⏎ (C) If the disclosure is to a person ⏎ acting on behalf of a public off",10,10,2
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,266,1576,1583,present,,1456,1703,"
is requested, or, if a written statement
would be impracticable, an oral state-
ment of such legal authority;
(B) If a request is made pursuant to
legal process, warrant, subpoena, order,
or other legal process issued by a grand
jury or a judicia"," ⏎ is requested, or, if a written statement ⏎ would be impracticable, an oral state- ⏎ ment of such legal authority; ⏎ (B) If a request is made pursuant to ⏎ legal process, warrant, subpoena, order, ⏎ or other legal process issued by a grand ⏎ jury or a judicia",10,10,3
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,709,4098,4105,present,,3978,4225,"ce
issuer or HMO offered by the plan,
must:
(A) Maintain a notice under this sec-
tion; or
(B) Provide such notice upon request
to any person. The provisions of para-
graph (c)(1) of this section do not apply
to such group health plan.
(iii) A gro","ce ⏎ issuer or HMO offered by the plan, ⏎ must: ⏎ (A) Maintain a notice under this sec- ⏎ tion; or ⏎ (B) Provide such notice upon request ⏎ to any person. The provisions of para- ⏎ graph (c)(1) of this section do not apply ⏎ to such group health plan. ⏎ (iii) A gro",10,10,4
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,1704,9930,9937,present,,9810,10057,"ealth
information and a brief description of
how the individual may exercise these
rights, as follows:
(A) The right to request restrictions
on certain uses and disclosures of pro-
tected health information as provided
by § 164.522(a), including a","ealth ⏎ information and a brief description of ⏎ how the individual may exercise these ⏎ rights, as follows: ⏎ (A) The right to request restrictions ⏎ on certain uses and disclosures of pro- ⏎ tected health information as provided ⏎ by § 164.522(a), including a",10,10,5
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2418,14035,14042,present,,13915,14162,"on specifications: Pro-
vision of notice. A covered entity must
make the notice required by this sec-
tion available on request to any person
and to individuals as specified in para-
graphs (c)(1) through (c)(3) of this sec-
tion, as applicable.
(","on specifications: Pro- ⏎ vision of notice. A covered entity must ⏎ make the notice required by this sec- ⏎ tion available on request to any person ⏎ and to individuals as specified in para- ⏎ graphs (c)(1) through (c)(3) of this sec- ⏎ tion, as applicable. ⏎ (",10,10,6
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2918,16880,16887,present,,16760,17007,"tains a physical service de-
livery site:
(A) Have the notice available at the
service delivery site for individuals to
request to take with them; and
720Dept. of Health and Human Services
§ 164.520
(B) Post the notice in a clear and
prominent loc",tains a physical service de- ⏎ livery site: ⏎ (A) Have the notice available at the ⏎ service delivery site for individuals to ⏎ request to take with them; and ⏎ 720Dept. of Health and Human Services ⏎ § 164.520 ⏎ (B) Post the notice in a clear and ⏎ prominent loc,10,10,7
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2979,17221,17228,present,,17101,17348," care pro-
vider to be able to read the notice; and
(iv) Whenever the notice is revised,
make the notice available upon request
on or after the effective date of the re-
vision and promptly comply with the
requirements of paragraph (c)(2)(iii) of
"," care pro- ⏎ vider to be able to read the notice; and ⏎ (iv) Whenever the notice is revised, ⏎ make the notice available upon request ⏎ on or after the effective date of the re- ⏎ vision and promptly comply with the ⏎ requirements of paragraph (c)(2)(iii) of ⏎ ",10,10,8
a3343358f77b9485edcf7ba4d7a84ac244d6716cc6baa0747f1ae2f6d065139f,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,3191,18488,18495,present,,18368,18615,"are provider must provide electronic
notice automatically and contempora-
neously in response to the individual’s
first request for service. The require-
ments in paragraph (c)(2)(ii) of this sec-
tion apply to electronic notice.
(iv) The individu",are provider must provide electronic ⏎ notice automatically and contempora- ⏎ neously in response to the individual’s ⏎ first request for service. The require- ⏎ ments in paragraph (c)(2)(ii) of this sec- ⏎ tion apply to electronic notice. ⏎ (iv) The individu,10,10,9
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,79,450,454,present,,330,574,"d health
information is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government s","d health ⏎ information is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government s",5,5,0
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,268,1583,1587,present,,1463,1707,"ed, or, if a written statement
would be impracticable, an oral state-
ment of such legal authority;
(B) If a request is made pursuant to
legal process, warrant, subpoena, order,
or other legal process issued by a grand
jury or a judicial or adm","ed, or, if a written statement ⏎ would be impracticable, an oral state- ⏎ ment of such legal authority; ⏎ (B) If a request is made pursuant to ⏎ legal process, warrant, subpoena, order, ⏎ or other legal process issued by a grand ⏎ jury or a judicial or adm",5,5,1
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,432,2531,2535,present,,2411,2655," an individual has a right to
adequate notice of the uses and disclo-
sures of protected health information
that may be made by the covered enti-
ty, and of the individual’s rights and
the covered entity’s legal duties with
respect to protected"," an individual has a right to ⏎ adequate notice of the uses and disclo- ⏎ sures of protected health information ⏎ that may be made by the covered enti- ⏎ ty, and of the individual’s rights and ⏎ the covered entity’s legal duties with ⏎ respect to protected",5,5,2
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,1190,6862,6866,present,,6742,6986,"ization under § 164.508(a)(2)–(a)(4), a
statement that other uses and disclo-
sures not described in the notice will
be made only with the individual’s
written authorization, and a statement
that the individual may revoke an au-
thorization
as
","ization under § 164.508(a)(2)–(a)(4), a ⏎ statement that other uses and disclo- ⏎ sures not described in the notice will ⏎ be made only with the individual’s ⏎ written authorization, and a statement ⏎ that the individual may revoke an au- ⏎ thorization ⏎ as ⏎ ",5,5,3
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,3136,18148,18152,present,,18028,18272,"nic
notice by the covered entity will sat-
isfy the provision requirements of
paragraph (c) of this section when
timely made in accordance with para-
graph (c)(1) or (2) of this section.
(iii) For purposes of paragraph
(c)(2)(i) of this section",nic ⏎ notice by the covered entity will sat- ⏎ isfy the provision requirements of ⏎ paragraph (c) of this section when ⏎ timely made in accordance with para- ⏎ graph (c)(1) or (2) of this section. ⏎ (iii) For purposes of paragraph ⏎ (c)(2)(i) of this section,5,5,4
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,79,451,455,present,,331,575,"d health
information is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government s","d health ⏎ information is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government s",5,5,0
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,268,1587,1591,present,,1467,1711,"ed, or, if a written statement
would be impracticable, an oral state-
ment of such legal authority;
(B) If a request is made pursuant to
legal process, warrant, subpoena, order,
or other legal process issued by a grand
jury or a judicial or adm","ed, or, if a written statement ⏎ would be impracticable, an oral state- ⏎ ment of such legal authority; ⏎ (B) If a request is made pursuant to ⏎ legal process, warrant, subpoena, order, ⏎ or other legal process issued by a grand ⏎ jury or a judicial or adm",5,5,1
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,432,2535,2539,present,,2415,2659," an individual has a right to
adequate notice of the uses and disclo-
sures of protected health information
that may be made by the covered enti-
ty, and of the individual’s rights and
the covered entity’s legal duties with
respect to protected"," an individual has a right to ⏎ adequate notice of the uses and disclo- ⏎ sures of protected health information ⏎ that may be made by the covered enti- ⏎ ty, and of the individual’s rights and ⏎ the covered entity’s legal duties with ⏎ respect to protected",5,5,2
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,1188,6856,6860,present,,6736,6980,"ization under § 164.508(a)(2)–(a)(4), a
statement that other uses and disclo-
sures not described in the notice will
be made only with the individual’s
written authorization, and a statement
that the individual may revoke an au-
thorization
as
","ization under § 164.508(a)(2)–(a)(4), a ⏎ statement that other uses and disclo- ⏎ sures not described in the notice will ⏎ be made only with the individual’s ⏎ written authorization, and a statement ⏎ that the individual may revoke an au- ⏎ thorization ⏎ as ⏎ ",5,5,3
13909dfd9012d721459e426c1e6dace62132c1fdee0c0bca573f32477f5a0d40,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,3134,18142,18146,present,,18022,18266,"nic
notice by the covered entity will sat-
isfy the provision requirements of
paragraph (c) of this section when
timely made in accordance with para-
graph (c)(1) or (2) of this section.
(iii) For purposes of paragraph
(c)(2)(i) of this section",nic ⏎ notice by the covered entity will sat- ⏎ isfy the provision requirements of ⏎ paragraph (c) of this section when ⏎ timely made in accordance with para- ⏎ graph (c)(1) or (2) of this section. ⏎ (iii) For purposes of paragraph ⏎ (c)(2)(i) of this section,5,5,4
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,81,458,464,present,,338,584,"
information is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B)"," ⏎ information is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B)",8,8,0
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,122,707,713,present,,587,833," the request is in writing, the
request is on the appropriate govern-
ment letterhead; or
(C) If the disclosure is to a person
acting on behalf of a public official, a
written statement on appropriate gov-
ernment letterhead that the person is
ac"," the request is in writing, the ⏎ request is on the appropriate govern- ⏎ ment letterhead; or ⏎ (C) If the disclosure is to a person ⏎ acting on behalf of a public official, a ⏎ written statement on appropriate gov- ⏎ ernment letterhead that the person is ⏎ ac",8,8,1
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,140,821,827,present,,701,947," to a person
acting on behalf of a public official, a
written statement on appropriate gov-
ernment letterhead that the person is
acting under the government’s author-
ity or other evidence or documentation
of agency, such as a contract for serv-"," to a person ⏎ acting on behalf of a public official, a ⏎ written statement on appropriate gov- ⏎ ernment letterhead that the person is ⏎ acting under the government’s author- ⏎ ity or other evidence or documentation ⏎ of agency, such as a contract for serv-",8,8,2
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,173,1028,1034,present,,908,1154,"of agency, such as a contract for serv-
ices, memorandum of understanding, or
purchase order, that establishes that
the person is acting on behalf of the
public official.
(iii) Authority of public officials. A
covered entity may rely, if such rel","of agency, such as a contract for serv- ⏎ ices, memorandum of understanding, or ⏎ purchase order, that establishes that ⏎ the person is acting on behalf of the ⏎ public official. ⏎ (iii) Authority of public officials. A ⏎ covered entity may rely, if such rel",8,8,3
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,713,4113,4119,present,,3993,4239," offered by the plan,
must:
(A) Maintain a notice under this sec-
tion; and
(B) Provide such notice upon request
to any person. The provisions of para-
graph (c)(1) of this section do not apply
to such group health plan.
(iii) A group health plan"," offered by the plan, ⏎ must: ⏎ (A) Maintain a notice under this sec- ⏎ tion; and ⏎ (B) Provide such notice upon request ⏎ to any person. The provisions of para- ⏎ graph (c)(1) of this section do not apply ⏎ to such group health plan. ⏎ (iii) A group health plan",8,8,4
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,2112,12322,12328,present,,12202,12448," against for filing
a complaint.
(vii) Contact. The notice must con-
tain the name, or title, and telephone
number of a person or office to contact
for further information as required by
§ 164.530(a)(1)(ii).
(viii) Effective date. The notice must"," against for filing ⏎ a complaint. ⏎ (vii) Contact. The notice must con- ⏎ tain the name, or title, and telephone ⏎ number of a person or office to contact ⏎ for further information as required by ⏎ § 164.530(a)(1)(ii). ⏎ (viii) Effective date. The notice must",8,8,5
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,2423,14056,14062,present,,13936,14182,"ns: Pro-
vision of notice. A covered entity must
make the notice required by this sec-
tion available on request to any person
and to individuals as specified in para-
graphs (c)(1) through (c)(3) of this sec-
tion, as applicable.
(1) Specific re","ns: Pro- ⏎ vision of notice. A covered entity must ⏎ make the notice required by this sec- ⏎ tion available on request to any person ⏎ and to individuals as specified in para- ⏎ graphs (c)(1) through (c)(3) of this sec- ⏎ tion, as applicable. ⏎ (1) Specific re",8,8,6
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,2599,15035,15041,present,,14915,15161,"uire-
ments of paragraph (c)(1) of this sec-
tion by providing the notice that is rel-
evant to the individual or other person
requesting the notice.
(v) If there is a material change to
the notice:
(A) A health plan that posts its no-
tice on it",uire- ⏎ ments of paragraph (c)(1) of this sec- ⏎ tion by providing the notice that is rel- ⏎ evant to the individual or other person ⏎ requesting the notice. ⏎ (v) If there is a material change to ⏎ the notice: ⏎ (A) A health plan that posts its no- ⏎ tice on it,8,8,7
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,81,459,465,present,,339,585,"
information is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B)"," ⏎ information is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B)",8,8,0
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,122,708,714,present,,588,834," the request is in writing, the
request is on the appropriate govern-
ment letterhead; or
(C) If the disclosure is to a person
acting on behalf of a public official, a
written statement on appropriate gov-
ernment letterhead that the person is
ac"," the request is in writing, the ⏎ request is on the appropriate govern- ⏎ ment letterhead; or ⏎ (C) If the disclosure is to a person ⏎ acting on behalf of a public official, a ⏎ written statement on appropriate gov- ⏎ ernment letterhead that the person is ⏎ ac",8,8,1
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,140,822,828,present,,702,948," to a person
acting on behalf of a public official, a
written statement on appropriate gov-
ernment letterhead that the person is
acting under the government’s author-
ity or other evidence or documentation
of agency, such as a contract for serv-"," to a person ⏎ acting on behalf of a public official, a ⏎ written statement on appropriate gov- ⏎ ernment letterhead that the person is ⏎ acting under the government’s author- ⏎ ity or other evidence or documentation ⏎ of agency, such as a contract for serv-",8,8,2
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,173,1029,1035,present,,909,1155,"of agency, such as a contract for serv-
ices, memorandum of understanding, or
purchase order, that establishes that
the person is acting on behalf of the
public official.
(iii) Authority of public officials. A
covered entity should rely, if such ","of agency, such as a contract for serv- ⏎ ices, memorandum of understanding, or ⏎ purchase order, that establishes that ⏎ the person is acting on behalf of the ⏎ public official. ⏎ (iii) Authority of public officials. A ⏎ covered entity should rely, if such ",8,8,3
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,712,4113,4119,present,,3993,4239,"O offered by the plan,
must:
(A) Maintain a notice under this sec-
tion; or
(B) Provide such notice upon request
to any person. The provisions of para-
graph (c)(1) of this section do not apply
to such group health plan.
(iii) A group health plan","O offered by the plan, ⏎ must: ⏎ (A) Maintain a notice under this sec- ⏎ tion; or ⏎ (B) Provide such notice upon request ⏎ to any person. The provisions of para- ⏎ graph (c)(1) of this section do not apply ⏎ to such group health plan. ⏎ (iii) A group health plan",8,8,4
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2110,12316,12322,present,,12196,12442," against for filing
a complaint.
(vii) Contact. The notice must con-
tain the name, or title, and telephone
number of a person or office to contact
for further information as required by
§ 164.530(a)(1)(ii).
(viii) Effective date. The notice must"," against for filing ⏎ a complaint. ⏎ (vii) Contact. The notice must con- ⏎ tain the name, or title, and telephone ⏎ number of a person or office to contact ⏎ for further information as required by ⏎ § 164.530(a)(1)(ii). ⏎ (viii) Effective date. The notice must",8,8,5
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2421,14050,14056,present,,13930,14176,"ns: Pro-
vision of notice. A covered entity must
make the notice required by this sec-
tion available on request to any person
and to individuals as specified in para-
graphs (c)(1) through (c)(3) of this sec-
tion, as applicable.
(1) Specific re","ns: Pro- ⏎ vision of notice. A covered entity must ⏎ make the notice required by this sec- ⏎ tion available on request to any person ⏎ and to individuals as specified in para- ⏎ graphs (c)(1) through (c)(3) of this sec- ⏎ tion, as applicable. ⏎ (1) Specific re",8,8,6
c6f645808ec61ab4e934d2a6d56f3f8f56f07d5763301f8c8bae04e85e47d524,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,2597,15029,15035,present,,14909,15155,"uire-
ments of paragraph (c)(1) of this sec-
tion by providing the notice that is rel-
evant to the individual or other person
requesting the notice.
(v) If there is a material change to
the notice:
(A) A health plan that posts its no-
tice on it",uire- ⏎ ments of paragraph (c)(1) of this sec- ⏎ tion by providing the notice that is rel- ⏎ evant to the individual or other person ⏎ requesting the notice. ⏎ (v) If there is a material change to ⏎ the notice: ⏎ (A) A health plan that posts its no- ⏎ tice on it,8,8,7
1c21d64ebe3f9838af049d77fe7675cf11565b7388a2dab7fd0fb9e98731c685,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,82,466,478,present,,346,598,"tion is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the reques","tion is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the reques",1,1,0
1c21d64ebe3f9838af049d77fe7675cf11565b7388a2dab7fd0fb9e98731c685,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,82,467,479,present,,347,599,"tion is to a public official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the reques","tion is to a public official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the reques",1,1,0
933ce3fc6a12672e2c31e3c41d2f80a6e572e3fcdd7ba152cc9e5ab1912ab017,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,85,485,491,present,,365,611," official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writi"," official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writi",2,2,0
933ce3fc6a12672e2c31e3c41d2f80a6e572e3fcdd7ba152cc9e5ab1912ab017,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,155,911,917,present,,791,1037,"-
ernment letterhead that the person is
acting under the government’s author-
ity or other evidence or documentation
of agency, such as a contract for serv-
ices, memorandum of understanding, or
purchase order, that establishes that
the person is","- ⏎ ernment letterhead that the person is ⏎ acting under the government’s author- ⏎ ity or other evidence or documentation ⏎ of agency, such as a contract for serv- ⏎ ices, memorandum of understanding, or ⏎ purchase order, that establishes that ⏎ the person is",2,2,1
933ce3fc6a12672e2c31e3c41d2f80a6e572e3fcdd7ba152cc9e5ab1912ab017,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,85,486,492,present,,366,612," official or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writi"," official or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writi",2,2,0
933ce3fc6a12672e2c31e3c41d2f80a6e572e3fcdd7ba152cc9e5ab1912ab017,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,155,912,918,present,,792,1038,"-
ernment letterhead that the person is
acting under the government’s author-
ity or other evidence or documentation
of agency, such as a contract for serv-
ices, memorandum of understanding, or
purchase order, that establishes that
the person is","- ⏎ ernment letterhead that the person is ⏎ acting under the government’s author- ⏎ ity or other evidence or documentation ⏎ of agency, such as a contract for serv- ⏎ ices, memorandum of understanding, or ⏎ purchase order, that establishes that ⏎ the person is",2,2,1
b239aa4694d584532fc6b74de4b850d8a3c9f72b2d81c55b0cc5d4d819ca410e,reference,0fd01f5fcde9ddcfc1acad98744d017cf55faa2a409d5af9bad5359be7963eca,86,492,502,present,,372,622,"al or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writing, the
req","al or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writing, the ⏎ req",1,1,0
b239aa4694d584532fc6b74de4b850d8a3c9f72b2d81c55b0cc5d4d819ca410e,evaluated,e65db7fa8ca99118423810f300e5a5d296799aa9b519aa5bada96336b43eae7e,86,493,503,present,,373,623,"al or a
person acting on behalf of the public
official:
(A) If the request is made in person,
presentation of an agency identifica-
tion badge, other official credentials,
or other proof of government status;
(B) If the request is in writing, the
req","al or a ⏎ person acting on behalf of the public ⏎ official: ⏎ (A) If the request is made in person, ⏎ presentation of an agency identifica- ⏎ tion badge, other official credentials, ⏎ or other proof of government status; ⏎ (B) If the request is in writing, the ⏎ req",1,1,0
